transaction_id,transaction_date,account_holder,account_receiver,transaction_amount,transaction_currency,transaction_type,transaction_status,card_type,transaction_description
515,2022-06-19,515,515,4630.96,EUR,DEPOSIT,completed,MASTERCARD,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
516,2022-03-27,516,516,6790.94,RUB,WITHDRAWAL,completed,MASTERCARD,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
517,2022-02-08,517,517,8700.74,JPY,PURCHASE,Failed,AMEX,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
518,2022-11-05,518,518,6277.08,CNY,DEPOSIT,Failed,VISA,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
519,2022-01-04,519,519,4857.09,CNY,PURCHASE,failed,MASTERCARD,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
520,2022-04-19,520,520,5552.16,EUR,DEPOSIT,failed,VISA,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget
521,2022-01-15,521,521,9729.59,SEK,WITHDRAWAL,Failed,VISA,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
522,2022-02-01,522,522,557.77,EUR,DEPOSIT,pending,MASTERCARD,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis
523,2022-02-07,523,523,2729.33,UAH,WITHDRAWAL,Completed,VISA,eu orci mauris lacinia sapien quis libero nullam sit amet turpis
524,2022-06-21,524,524,7284.62,RSD,WITHDRAWAL,Completed,MASTERCARD,semper sapien a libero nam dui proin leo odio porttitor id consequat
525,2022-04-08,525,525,4778.12,IDR,DEPOSIT,pending,MASTERCARD,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
526,2022-01-15,526,526,2416.94,ARS,DEPOSIT,Completed,MASTERCARD,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis
527,2022-08-04,527,527,1390.43,EUR,WITHDRAWAL,Failed,VISA,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
528,2022-01-19,528,528,424.68,AUD,DEPOSIT,completed,VISA,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis
529,2022-07-12,529,529,3400.51,USD,WITHDRAWAL,failed,MASTERCARD,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
530,2022-11-03,530,530,9412.28,IRR,WITHDRAWAL,Completed,AMEX,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
531,2022-10-14,531,531,2500.1,BRL,WITHDRAWAL,Failed,MASTERCARD,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
532,2022-04-03,532,532,9713.26,PLN,DEPOSIT,pending,MASTERCARD,ipsum primis in faucibus orci luctus et ultrices posuere cubilia
533,2022-07-27,533,533,8735.08,CNY,PURCHASE,failed,MASTERCARD,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
534,2022-08-11,534,534,9250.5,BRL,WITHDRAWAL,pending,AMEX,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
535,2022-04-23,535,535,5706.88,EUR,WITHDRAWAL,pending,MASTERCARD,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
536,2022-07-13,536,536,1267.42,CNY,PURCHASE,failed,MASTERCARD,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
537,2022-06-26,537,537,9685.86,CNY,WITHDRAWAL,Pending,MASTERCARD,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam
538,2022-12-25,538,538,8109.52,EUR,DEPOSIT,pending,AMEX,nulla sed accumsan felis ut at dolor quis odio consequat varius
539,2022-11-03,539,539,2662.6,HNL,WITHDRAWAL,completed,MASTERCARD,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
540,2022-12-24,540,540,6207.71,CNY,PURCHASE,completed,VISA,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
541,2022-04-26,541,541,4581.12,CNY,DEPOSIT,Failed,MASTERCARD,in ante vestibulum ante ipsum primis in faucibus orci luctus
542,2022-07-08,542,542,,EUR,WITHDRAWAL,Pending,AMEX,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
543,2022-06-16,543,543,3900.14,CNY,PURCHASE,completed,VISA,purus phasellus in felis donec semper sapien a libero nam
544,2022-01-18,544,544,9750.35,VND,WITHDRAWAL,pending,AMEX,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
545,2022-08-06,545,545,7421.75,CNY,PURCHASE,Completed,MASTERCARD,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
546,2022-05-15,546,546,9627.7,CNY,PURCHASE,Pending,VISA,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan
547,2022-05-17,547,547,6279.32,BRL,DEPOSIT,completed,MASTERCARD,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
548,2022-10-05,548,548,,MXN,WITHDRAWAL,Failed,AMEX,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
549,2022-04-22,549,549,9309.05,VND,DEPOSIT,completed,VISA,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
550,2022-09-21,550,550,3881.21,KMF,WITHDRAWAL,pending,AMEX,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
551,2022-07-20,551,551,2030.23,ILS,WITHDRAWAL,Completed,VISA,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
552,2022-03-21,552,552,5117.82,KRW,PURCHASE,failed,VISA,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean
553,2022-04-30,553,553,9045.14,CNY,DEPOSIT,Completed,VISA,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
554,2022-05-15,554,554,866.78,CNY,WITHDRAWAL,Completed,AMEX,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
555,2022-09-26,555,555,8442.02,KZT,PURCHASE,failed,MASTERCARD,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
556,2022-12-28,556,556,3690.98,CNY,DEPOSIT,pending,VISA,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
557,2022-12-09,557,557,,ARS,DEPOSIT,Failed,VISA,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat
558,2022-09-16,558,558,5790.71,EUR,WITHDRAWAL,Pending,MASTERCARD,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
559,2022-04-01,559,559,8549.97,CNY,DEPOSIT,pending,AMEX,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
560,2022-08-29,560,560,985.15,ARS,PURCHASE,pending,AMEX,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
561,2022-07-26,561,561,2393.57,CNY,PURCHASE,failed,VISA,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui
562,2022-06-06,562,562,1820.0,BRL,PURCHASE,Failed,MASTERCARD,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
563,2022-06-18,563,563,,KZT,DEPOSIT,completed,AMEX,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
564,2022-09-18,564,564,,CUP,DEPOSIT,pending,VISA,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
565,2022-03-01,565,565,8467.23,EUR,DEPOSIT,completed,VISA,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
566,2022-01-31,566,566,8860.16,CNY,DEPOSIT,Failed,AMEX,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
567,2022-04-01,567,567,,CNY,PURCHASE,failed,AMEX,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
568,2022-06-01,568,568,2640.34,SEK,PURCHASE,Failed,AMEX,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
569,2022-04-05,569,569,1286.63,EUR,WITHDRAWAL,failed,AMEX,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
570,2022-04-26,570,570,,AMD,PURCHASE,Completed,MASTERCARD,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
571,2022-01-26,571,571,,RUB,DEPOSIT,Pending,MASTERCARD,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
572,2022-11-17,572,572,1695.45,CNY,WITHDRAWAL,pending,AMEX,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
573,2022-11-19,573,573,9644.32,XAF,DEPOSIT,failed,VISA,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
574,2022-10-12,574,574,1733.15,KZT,PURCHASE,pending,MASTERCARD,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
575,2022-08-04,575,575,5810.02,CNY,DEPOSIT,Pending,AMEX,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
576,2022-12-03,576,576,298.49,CNY,PURCHASE,completed,VISA,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
577,2022-07-05,577,577,4590.36,DKK,DEPOSIT,pending,MASTERCARD,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
578,2022-01-27,578,578,5535.02,CNY,PURCHASE,Failed,VISA,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
579,2022-06-29,579,579,6303.34,CNY,PURCHASE,Failed,VISA,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac
580,2022-05-15,580,580,4876.17,ILS,PURCHASE,failed,VISA,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
581,2022-05-28,581,581,5678.99,EUR,WITHDRAWAL,Failed,AMEX,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
582,2022-10-21,582,582,6940.84,USD,PURCHASE,pending,MASTERCARD,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
583,2022-10-03,583,583,7313.46,CNY,DEPOSIT,Completed,MASTERCARD,quis orci eget orci vehicula condimentum curabitur in libero ut
584,2022-07-08,584,584,4896.35,UAH,PURCHASE,failed,VISA,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
585,2022-12-26,585,585,6361.89,CNY,PURCHASE,completed,VISA,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
586,2022-03-10,586,586,727.99,SEK,PURCHASE,completed,VISA,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
587,2022-09-14,587,587,4765.97,RUB,PURCHASE,Failed,MASTERCARD,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
588,2022-02-16,588,588,8948.84,TWD,PURCHASE,Pending,MASTERCARD,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
589,2022-11-21,589,589,3878.53,ALL,DEPOSIT,Pending,AMEX,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
590,2022-07-20,590,590,7876.69,RUB,PURCHASE,Failed,VISA,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
591,2022-11-02,591,591,949.7,MGA,WITHDRAWAL,Failed,AMEX,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
592,2022-10-22,592,592,9497.98,IDR,PURCHASE,Completed,AMEX,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus
593,2022-09-26,593,593,2876.89,SEK,DEPOSIT,pending,MASTERCARD,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa
594,2022-03-19,594,594,4059.99,IDR,DEPOSIT,Completed,MASTERCARD,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
595,2022-06-24,595,595,,SLL,PURCHASE,Failed,AMEX,mi sit amet lobortis sapien sapien non mi integer ac neque
596,2022-07-28,596,596,7114.1,IDR,WITHDRAWAL,Pending,MASTERCARD,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
597,2022-04-02,597,597,4530.18,CNY,PURCHASE,Pending,VISA,nulla sed accumsan felis ut at dolor quis odio consequat varius integer
598,2022-04-22,598,598,3933.23,IDR,DEPOSIT,Failed,MASTERCARD,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
599,2022-03-12,599,599,451.48,CNY,DEPOSIT,Failed,VISA,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non
600,2022-04-15,600,600,,EUR,WITHDRAWAL,Pending,AMEX,quam a odio in hac habitasse platea dictumst maecenas ut massa
601,2022-02-06,601,601,3571.94,RSD,DEPOSIT,Failed,MASTERCARD,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras
602,2022-06-29,602,602,,PYG,PURCHASE,Failed,VISA,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
603,2022-12-15,603,603,2034.56,EUR,WITHDRAWAL,failed,MASTERCARD,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
604,2022-11-04,604,604,7674.2,CNY,DEPOSIT,failed,AMEX,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
605,2022-03-25,605,605,9527.41,ARS,WITHDRAWAL,pending,MASTERCARD,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
606,2022-08-20,606,606,,EUR,PURCHASE,Completed,MASTERCARD,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
607,2022-12-14,607,607,5821.22,BAM,PURCHASE,failed,VISA,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
608,2022-05-11,608,608,,AZN,WITHDRAWAL,Failed,MASTERCARD,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
609,2022-11-02,609,609,6703.37,USD,DEPOSIT,Completed,VISA,faucibus cursus urna ut tellus nulla ut erat id mauris
610,2022-08-01,610,610,5378.18,ILS,WITHDRAWAL,pending,VISA,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
611,2022-11-20,611,611,6607.17,NOK,WITHDRAWAL,pending,VISA,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
612,2022-12-28,612,612,1552.76,IDR,PURCHASE,completed,VISA,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
613,2022-11-04,613,613,1656.61,CNY,DEPOSIT,Failed,VISA,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
614,2022-06-12,614,614,5159.6,CNY,WITHDRAWAL,failed,MASTERCARD,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
615,2022-11-19,615,615,3778.59,COP,WITHDRAWAL,pending,MASTERCARD,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
616,2022-10-18,616,616,4541.09,EGP,WITHDRAWAL,Completed,MASTERCARD,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
617,2022-04-27,617,617,9151.02,BRL,DEPOSIT,failed,MASTERCARD,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
618,2022-05-23,618,618,1941.83,IDR,WITHDRAWAL,Pending,MASTERCARD,a suscipit nulla elit ac nulla sed vel enim sit amet nunc
619,2022-12-25,619,619,4395.12,IDR,PURCHASE,Failed,VISA,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
620,2022-04-14,620,620,1869.56,EUR,DEPOSIT,completed,AMEX,donec vitae nisi nam ultrices libero non mattis pulvinar nulla
621,2022-03-06,621,621,506.09,IDR,WITHDRAWAL,Pending,VISA,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis
622,2022-06-30,622,622,,RUB,DEPOSIT,Completed,AMEX,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
623,2022-09-09,623,623,,RUB,DEPOSIT,failed,VISA,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
624,2022-02-21,624,624,7163.27,PEN,WITHDRAWAL,Completed,VISA,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
625,2022-10-13,625,625,7324.36,RUB,PURCHASE,Failed,AMEX,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
626,2022-02-28,626,626,7933.25,PAB,DEPOSIT,pending,MASTERCARD,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
627,2022-06-15,627,627,1907.24,CNY,WITHDRAWAL,completed,MASTERCARD,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
628,2022-12-13,628,628,6495.11,EUR,PURCHASE,Completed,MASTERCARD,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
629,2022-10-09,629,629,,AFN,DEPOSIT,pending,AMEX,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
630,2022-03-05,630,630,,CNY,PURCHASE,Completed,VISA,ac diam cras pellentesque volutpat dui maecenas tristique est et
631,2022-10-22,631,631,651.56,MAD,PURCHASE,pending,VISA,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
632,2022-01-03,632,632,5770.32,IDR,PURCHASE,pending,AMEX,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque
633,2022-01-21,633,633,4912.91,CNY,WITHDRAWAL,failed,AMEX,pellentesque volutpat dui maecenas tristique est et tempus semper est
634,2022-11-06,634,634,330.38,SLL,PURCHASE,failed,VISA,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
635,2022-03-30,635,635,3431.75,ARS,PURCHASE,Completed,VISA,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl
636,2022-07-31,636,636,9158.71,SDG,WITHDRAWAL,Pending,AMEX,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
637,2022-06-16,637,637,5214.41,CNY,WITHDRAWAL,failed,AMEX,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue
638,2022-04-20,638,638,6462.4,CNY,PURCHASE,Pending,VISA,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
639,2022-01-01,639,639,953.57,PHP,PURCHASE,pending,MASTERCARD,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
640,2022-05-17,640,640,1020.32,IDR,DEPOSIT,completed,AMEX,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
641,2022-03-09,641,641,2412.7,EUR,DEPOSIT,completed,VISA,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
642,2022-10-06,642,642,8050.5,CNY,PURCHASE,completed,MASTERCARD,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
643,2022-10-31,643,643,1071.68,BRL,PURCHASE,failed,AMEX,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
644,2022-10-07,644,644,4174.91,CZK,DEPOSIT,Completed,AMEX,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
645,2022-10-10,645,645,,IDR,DEPOSIT,Pending,VISA,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
646,2022-03-17,646,646,7752.74,IDR,WITHDRAWAL,Failed,VISA,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
647,2022-03-17,647,647,4137.37,CLP,PURCHASE,pending,VISA,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
648,2022-12-14,648,648,3309.27,IDR,PURCHASE,completed,VISA,tortor id nulla ultrices aliquet maecenas leo odio condimentum id
649,2022-06-05,649,649,2622.27,EUR,DEPOSIT,completed,VISA,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
650,2022-05-28,650,650,6003.41,PEN,WITHDRAWAL,Completed,VISA,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
651,2022-10-27,651,651,6391.85,JPY,DEPOSIT,completed,AMEX,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
652,2022-04-10,652,652,7227.23,IDR,DEPOSIT,completed,AMEX,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
653,2022-02-21,653,653,8648.43,CNY,PURCHASE,pending,MASTERCARD,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
654,2022-07-05,654,654,2017.29,CNY,WITHDRAWAL,Failed,AMEX,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
655,2022-01-20,655,655,7326.22,SDG,WITHDRAWAL,Completed,AMEX,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
656,2022-09-21,656,656,8196.09,GEL,PURCHASE,Failed,AMEX,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat
657,2022-06-15,657,657,8974.12,MMK,PURCHASE,Failed,VISA,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
658,2022-07-29,658,658,5657.33,PHP,DEPOSIT,Pending,VISA,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
659,2022-08-25,659,659,5006.46,BRL,PURCHASE,Pending,AMEX,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
660,2022-09-22,660,660,2219.05,CNY,PURCHASE,completed,VISA,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
661,2022-06-15,661,661,8459.16,PAB,PURCHASE,Completed,MASTERCARD,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
662,2022-09-10,662,662,5618.5,ARS,DEPOSIT,failed,MASTERCARD,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor
663,2022-05-04,663,663,9970.04,XAF,DEPOSIT,completed,AMEX,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
664,2022-09-17,664,664,3208.17,IDR,DEPOSIT,completed,AMEX,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et
665,2022-08-03,665,665,8681.95,IDR,PURCHASE,completed,AMEX,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
666,2022-05-12,666,666,7639.11,SZL,PURCHASE,Failed,MASTERCARD,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
667,2022-05-07,667,667,3389.95,VND,DEPOSIT,Completed,VISA,tellus in sagittis dui vel nisl duis ac nibh fusce
668,2022-08-08,668,668,4508.52,IDR,DEPOSIT,Completed,VISA,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
669,2022-09-23,669,669,1391.95,KZT,WITHDRAWAL,Pending,AMEX,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
670,2022-02-17,670,670,4644.43,CNY,PURCHASE,completed,MASTERCARD,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
671,2022-08-21,671,671,4851.73,MAD,DEPOSIT,Completed,AMEX,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
672,2022-12-08,672,672,2811.27,CNY,WITHDRAWAL,pending,MASTERCARD,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
673,2022-05-27,673,673,,RSD,WITHDRAWAL,Pending,MASTERCARD,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in
674,2022-02-06,674,674,6910.94,PKR,DEPOSIT,failed,VISA,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
675,2022-06-27,675,675,3155.91,EUR,WITHDRAWAL,Completed,AMEX,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
676,2022-08-06,676,676,,UAH,PURCHASE,Pending,AMEX,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
677,2022-04-30,677,677,7063.81,IDR,DEPOSIT,Failed,AMEX,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
678,2022-03-25,678,678,9640.99,CNY,PURCHASE,failed,MASTERCARD,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
679,2022-01-22,679,679,2925.11,USD,DEPOSIT,Failed,MASTERCARD,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros
680,2022-03-17,680,680,8598.15,IDR,PURCHASE,pending,VISA,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
681,2022-04-21,681,681,6014.53,CNY,DEPOSIT,Failed,AMEX,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
682,2022-08-22,682,682,,SEK,PURCHASE,completed,MASTERCARD,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
683,2022-07-15,683,683,6942.51,CNY,WITHDRAWAL,Completed,AMEX,tristique in tempus sit amet sem fusce consequat nulla nisl nunc
684,2022-11-01,684,684,7965.65,IDR,DEPOSIT,pending,VISA,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
685,2022-12-22,685,685,4897.61,IDR,WITHDRAWAL,failed,AMEX,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
